Case ID,FG_massflow(kg/h),FG_co2_cons(mol_ratio)_i,FG_temp(C)_i,LA_massflow(kg/h),LA_temp(C)_i,WWT_flowrate(kg/h),WWB_flowrate(kg/h),RA_to_Reg_temp_i,Reb_duty(kJ/h),LA_cool_duty(kJ/h),WWT_cool_duty(kJ/h),WWT_cool_duty2(kJ/h),MEA_emission_ppm(mass_ratio),CO2_massflow_offgas(kg/h),MEA_emission(kg/h),FG_flowrate(Sm3/h),L/G (kg/kg)_i,L/G (kg/Sm3),Lean_loading(mol/mol)_i,Cap_co2(kg/h),Cap_eff(%)_o,Rich_loading(mol/mol)_o,RA_flowrate(kg/h),RA_temp_after_abs_o,Reb_duty(KJ/h),Cond_duty(kJ/h),SRD(MJ/kgco2)_o,SCD(MJ/kgco2)_o,Co2_purity(%mol)_o,Co2_prod_flowrate(kg/h),Reg_bttm_temp,Reg_bttm_flowrate(kg/h),LA_temp_after_HE_,HE_left_min_apprch_i,HE_right_min_apprch,LMTD,MEA_mkp(kg/h),Abs_ht(m)_i,SLAD(MJ/kgco2)_o,FG_co2_cons(%mol)
Case#83,72100,0.0905,20,300000,40,55000,55000,104.5,28000000,6780000,2470000,3790000,0.2211,1572,2.21E-07,57700,4.163,5.204,0.3559,8141,83.82,0.4814,307000,44.58,28000000,10300000,3.439,1.262,0.9841,8211,114,299000,47.07,2.481,9.504,5.23,0.6083,24,0.832821521,9.05
Case#84,72100,0.0905,20,300000,40,55000,55000,104.5,36000000,14200000,2360000,3680000,0.267,791.1,2.67E-07,57700,4.163,5.204,0.3283,8922,91.86,0.4659,308000,46.9,36000000,11300000,4.035,1.268,0.9846,9006,115.9,299000,54.53,7.633,11.44,9.41,2.36,24,1.591571397,9.05
Case#85,72100,0.0905,20,300000,40,55000,55000,104.5,44000000,22500000,2020000,3280000,0.2736,388.8,2.74E-07,57700,4.163,5.204,0.2982,9324,96,0.4421,309000,49.14,44000000,12100000,4.719,1.299,0.985,9413,117.7,300000,62.68,13.54,13.17,13.35,3.484,24,2.413127413,9.05
Case#86,72100,0.0905,20,300000,40,55000,55000,104.5,52000000,28700000,1520000,2640000,0.2575,149.9,2.58E-07,57700,4.163,5.204,0.2537,9563,98.46,0.4013,309000,51.35,52000000,15600000,5.437,1.633,0.9854,9635,119.6,300000,68.19,16.84,15.12,15.96,4.167,24,3.001150267,9.05
Case#87,72100,0.0905,20,300000,40,55000,55000,106,36000000,12900000,2260000,3570000,0.2741,621.3,2.74E-07,57700,4.163,5.204,0.3186,9092,93.6,0.4588,309000,47.69,36000000,12900000,3.96,1.422,0.9847,9178,116.5,299000,53.19,5.498,10.54,7.747,2.651,24,1.41882974,9.05
Case#88,72100,0.0905,20,300000,40,55000,55000,106,44000000,21400000,1920000,3160000,0.2739,319.7,2.74E-07,57700,4.163,5.204,0.2896,9394,96.71,0.4346,309000,49.65,44000000,13600000,4.684,1.448,0.9851,9470,118.1,300000,61.47,11.82,12.09,11.95,3.575,24,2.278049819,9.05
Case#89,72100,0.0905,20,300000,40,55000,55000,106,52000000,27400000,1470000,2580000,0.2548,136.9,2.55E-07,57700,4.163,5.204,0.2493,9576,98.59,0.3971,309000,51.51,52000000,17100000,5.43,1.781,0.9854,9649,119.8,300000,66.9,15.38,13.78,14.57,4.209,24,2.861319967,9.05
Case#90,72100,0.0905,20,300000,50,55000,55000,103,36000000,6260000,4680000,6000000,0.5597,1119,5.60E-07,57700,4.163,5.204,0.3376,8594,88.48,0.4702,306000,46.32,36000000,9780000,4.189,1.138,0.9844,8677,115.4,298000,56.35,10.03,12.38,11.16,5.066,24,0.728415173,9.05
Case#91,72100,0.0905,20,300000,50,55000,55000,103,44000000,14200000,4480000,5830000,0.6491,560.8,6.49E-07,57700,4.163,5.204,0.3047,9152,94.23,0.4459,307000,48.82,44000000,10800000,4.807,1.184,0.9849,9221,117.4,298000,64.17,15.35,14.35,14.85,7.666,24,1.551573427,9.05
Case#92,72100,0.0905,20,300000,50,55000,55000,103,52000000,20100000,4140000,5520000,0.7294,236.9,7.29E-07,57700,4.163,5.204,0.2575,9476,97.56,0.4038,308000,51.21,52000000,14400000,5.487,1.517,0.9853,9547,119.5,298000,69.57,18.36,16.51,17.42,10.41,24,2.121148164,9.05
Case#93,72100,0.0905,20,300000,50,55000,55000,104.5,36000000,5080000,4640000,5960000,0.5916,915.4,5.92E-07,57700,4.163,5.204,0.3282,8798,90.58,0.464,306000,47.09,36000000,11200000,4.092,1.267,0.9846,8886,116,298000,55.13,8.046,11.49,9.667,5.077,24,0.577403955,9.05
Case#94,72100,0.0905,20,300000,50,55000,55000,104.5,44000000,13200000,4430000,5780000,0.6668,485.8,6.67E-07,57700,4.163,5.204,0.2971,9227,95,0.4396,307000,49.28,44000000,12000000,4.768,1.305,0.985,9296,117.7,298000,63.17,13.88,13.25,13.56,7.34,24,1.430584155,9.05
Case#95,72100,0.0905,20,300000,50,55000,55000,104.5,52000000,18800000,4110000,5490000,0.7397,218.5,7.40E-07,57700,4.163,5.204,0.2527,9495,97.75,0.3993,308000,51.4,52000000,15700000,5.477,1.658,0.9854,9564,119.7,298000,68.34,16.94,15.19,16.05,9.884,24,1.979989468,9.05
Case#96,72100,0.0905,20,300000,50,55000,55000,106,36000000,3740000,4580000,5910000,0.6209,747.4,6.21E-07,57700,4.163,5.204,0.3186,8966,92.31,0.457,307000,47.84,36000000,12700000,4.015,1.421,0.9847,9059,116.6,298000,53.76,5.922,10.58,8.029,5.061,24,0.417131385,9.05
Case#97,72100,0.0905,20,300000,50,55000,55000,106,44000000,12000000,4370000,5720000,0.6848,419.4,6.85E-07,57700,4.163,5.204,0.2894,9294,95.68,0.4328,307000,49.73,44000000,13500000,4.734,1.452,0.985,9374,118.1,298000,61.89,12.16,12.14,12.15,7.055,24,1.291155584,9.05
Case#98,72100,0.0905,20,300000,50,55000,55000,106,52000000,17500000,4080000,5460000,0.7497,202.7,7.50E-07,57700,4.163,5.204,0.2484,9511,97.91,0.3952,308000,51.56,52000000,17200000,5.468,1.806,0.9854,9579,119.8,298000,67.04,15.48,13.85,14.65,9.361,24,1.839974766,9.05
Case#99,72100,0.0905,35,100000,30,55000,55000,103,20000000,4720000,2740000,4040000,0.2246,4318,2.25E-07,57700,1.388,1.735,0.2492,5396,55.55,0.4985,104000,33.41,20000000,6220000,3.707,1.153,0.9855,5423,119.8,99000,44.27,10.86,16.85,13.64,0,24,0.874722016,9.05
Case#100,72100,0.0905,35,100000,30,55000,55000,103,28000000,5970000,3510000,4850000,0.4608,2812,4.61E-07,57700,1.388,1.735,0.1782,6901,71.05,0.4975,106000,33.5,28000000,10100000,4.057,1.463,0.9859,6950,121.9,98500,47.45,13.95,18.86,16.28,3.812,24,0.865092016,9.05
Case#101,72100,0.0905,35,100000,30,55000,55000,103,36000000,6520000,3880000,5240000,0.6499,2032,6.50E-07,57700,1.388,1.735,0.1414,7681,79.08,0.4971,106000,33.57,36000000,16100000,4.687,2.095,0.9861,7738,122.5,98200,48.71,15.14,19.52,17.23,8.737,24,0.848847806,9.05
Case#102,72100,0.0905,35,100000,30,55000,55000,103,44000000,6830000,4100000,5480000,0.8028,1550,8.03E-07,57700,1.388,1.735,0.1189,8163,84.04,0.4968,106000,33.63,44000000,22900000,5.39,2.805,0.9862,8217,122.8,98100,49.41,15.77,19.82,17.72,12.01,24,0.836702193,9.05
Case#103,72100,0.0905,35,100000,30,55000,55000,103,52000000,7040000,4240000,5590000,0.9256,1218,9.26E-07,57700,1.388,1.735,0.1031,8495,87.46,0.4965,107000,33.69,52000000,30100000,6.121,3.54,0.9862,8554,123,97900,49.87,16.17,20.01,18.02,15.34,24,0.828722778,9.05
Case#104,72100,0.0905,35,100000,30,55000,55000,104.5,20000000,3480000,2820000,4120000,0.2429,4167,2.43E-07,57700,1.388,1.735,0.2421,5546,57.1,0.4983,105000,33.42,20000000,7160000,3.606,1.291,0.9855,5575,120.1,99000,40.5,7.078,15.6,10.78,0,24,0.627479264,9.05
Case#105,72100,0.0905,35,100000,30,55000,55000,104.5,28000000,4610000,3530000,4880000,0.472,2763,4.72E-07,57700,1.388,1.735,0.1759,6951,71.56,0.4975,106000,33.51,28000000,11300000,4.028,1.632,0.9859,7001,121.9,98500,43.47,9.961,17.4,13.34,3.567,24,0.663213926,9.05
Case#106,72100,0.0905,35,100000,30,55000,55000,104.5,36000000,5120000,3890000,5240000,0.6567,2013,6.57E-07,57700,1.388,1.735,0.1405,7701,79.28,0.4971,106000,33.58,36000000,17400000,4.675,2.262,0.9861,7758,122.5,98200,44.72,11.14,18.03,14.31,8.337,24,0.664848721,9.05
Case#107,72100,0.0905,35,100000,30,55000,55000,104.5,44000000,5420000,4100000,5480000,0.8082,1539,8.08E-07,57700,1.388,1.735,0.1183,8174,84.15,0.4968,106000,33.64,44000000,24300000,5.383,2.967,0.9862,8229,122.8,98100,45.42,11.79,18.33,14.82,11.56,24,0.663078052,9.05
Case#108,72100,0.0905,35,100000,30,55000,55000,104.5,52000000,5630000,4250000,5590000,0.9304,1211,9.30E-07,57700,1.388,1.735,0.1027,8503,87.54,0.4965,107000,33.69,52000000,31400000,6.116,3.697,0.9862,8562,123,97900,45.91,12.22,18.51,15.15,14.86,24,0.662119252,9.05
Case#109,72100,0.0905,35,100000,30,55000,55000,106,20000000,2070000,2900000,4210000,0.2622,4018,2.62E-07,57700,1.388,1.735,0.2351,5695,58.64,0.4982,105000,33.43,20000000,8270000,3.512,1.452,0.9856,5719,120.3,98900,36.24,2.811,14.33,7.071,0,24,0.363476734,9.05
Case#110,72100,0.0905,35,100000,30,55000,55000,106,28000000,3080000,3550000,4900000,0.4831,2715,4.83E-07,57700,1.388,1.735,0.1736,6999,72.05,0.4974,106000,33.51,28000000,12700000,4.001,1.821,0.9859,7050,122,98500,39.02,5.507,15.95,9.821,3.342,24,0.440062866,9.05
Case#111,72100,0.0905,35,100000,30,55000,55000,106,36000000,3570000,3900000,5250000,0.6638,1992,6.64E-07,57700,1.388,1.735,0.1395,7721,79.49,0.4971,106000,33.58,36000000,18900000,4.662,2.449,0.9861,7779,122.5,98200,40.26,6.678,16.54,10.88,7.971,24,0.46237534,9.05
Case#112,72100,0.0905,35,100000,30,55000,55000,106,44000000,3850000,4110000,5480000,0.8138,1527,8.14E-07,57700,1.388,1.735,0.1178,8186,84.28,0.4968,106000,33.64,44000000,25800000,5.375,3.147,0.9862,8242,122.8,98100,40.97,7.335,16.84,11.44,11.16,24,0.470315172,9.05
Case#113,72100,0.0905,35,100000,30,55000,55000,106,52000000,4060000,4250000,5600000,0.9355,1202,9.36E-07,57700,1.388,1.735,0.1023,8511,87.62,0.4965,107000,33.7,52000000,33000000,6.11,3.872,0.9862,8571,123,97900,41.48,7.781,17.01,11.8,14.42,24,0.477029726,9.05
Case#114,72100,0.0905,35,100000,40,55000,55000,103,20000000,1430000,3560000,4880000,0.3105,4315,3.11E-07,57700,1.388,1.735,0.2493,5399,55.58,0.4987,104000,33.4,20000000,6230000,3.705,1.153,0.9855,5431,119.9,98400,44.26,10.86,16.9,13.65,0,24,0.264863864,9.05
Case#115,72100,0.0905,35,100000,40,55000,55000,103,28000000,2590000,4280000,5600000,0.6048,2816,6.05E-07,57700,1.388,1.735,0.1784,6897,71,0.4976,105000,33.49,28000000,10100000,4.06,1.468,0.9859,6949,121.9,97800,47.44,13.96,18.9,16.3,4.245,24,0.375525591,9.05
Case#116,72100,0.0905,35,100000,40,55000,55000,103,36000000,3080000,4630000,5930000,0.8392,2035,8.39E-07,57700,1.388,1.735,0.1417,7678,79.05,0.4971,105000,33.55,36000000,16100000,4.689,2.101,0.9861,7732,122.6,97500,48.7,15.15,19.55,17.26,9.59,24,0.401146132,9.05
Case#117,72100,0.0905,35,100000,40,55000,55000,103,44000000,3350000,4830000,6120000,1.017,1562,1.02E-06,57700,1.388,1.735,0.1192,8151,83.92,0.4968,106000,33.61,44000000,22900000,5.398,2.815,0.9862,8210,122.9,97300,49.39,15.78,19.86,17.75,14.31,24,0.410992516,9.05
Case#118,72100,0.0905,35,100000,40,55000,55000,103,52000000,3550000,4970000,6280000,1.174,1221,1.17E-06,57700,1.388,1.735,0.1034,8492,87.43,0.4966,106000,33.66,52000000,30100000,6.123,3.546,0.9862,8546,123,97200,49.87,16.2,20.05,18.06,17.01,24,0.418040509,9.05
Case#119,72100,0.0905,35,100000,40,55000,55000,104.5,20000000,181000,3640000,4960000,0.3365,4157,3.37E-07,57700,1.388,1.735,0.242,5556,57.2,0.4985,104000,33.41,20000000,7160000,3.6,1.289,0.9855,5581,120.1,98400,40.49,7.077,15.64,10.8,0,24,0.032577394,9.05
Case#120,72100,0.0905,35,100000,40,55000,55000,104.5,28000000,1210000,4300000,5620000,0.6218,2765,6.22E-07,57700,1.388,1.735,0.1761,6949,71.54,0.4976,105000,33.49,28000000,11400000,4.03,1.635,0.9859,6999,121.9,97800,43.45,9.965,17.44,13.36,3.19,24,0.174125773,9.05
Case#121,72100,0.0905,35,100000,40,55000,55000,104.5,36000000,1670000,4640000,5950000,0.8466,2019,8.47E-07,57700,1.388,1.735,0.1408,7694,79.21,0.4971,105000,33.55,36000000,17500000,4.679,2.269,0.9861,7752,122.6,97500,44.7,11.15,18.07,14.33,8.936,24,0.217052249,9.05
Case#122,72100,0.0905,35,100000,40,55000,55000,104.5,44000000,1940000,4840000,6130000,1.031,1546,1.03E-06,57700,1.388,1.735,0.1187,8167,84.08,0.4968,106000,33.61,44000000,24300000,5.387,2.974,0.9862,8222,122.9,97300,45.41,11.8,18.37,14.84,12.69,24,0.237541325,9.05
Case#123,72100,0.0905,35,100000,40,55000,55000,104.5,52000000,2130000,4970000,6260000,1.177,1218,1.18E-06,57700,1.388,1.735,0.103,8495,87.46,0.4966,106000,33.66,52000000,31500000,6.121,3.705,0.9862,8555,123.1,97200,45.9,12.24,18.55,15.17,16.56,24,0.250735727,9.05
Case#124,72100,0.0905,35,100000,40,55000,55000,106,36000000,119000,4640000,5950000,0.8544,2001,8.54E-07,57700,1.388,1.735,0.1399,7713,79.4,0.4971,105000,33.56,36000000,18900000,4.668,2.454,0.9861,7772,122.6,97500,40.24,6.686,16.58,10.9,8.585,24,0.015428497,9.05
Case#125,72100,0.0905,35,100000,40,55000,55000,106,44000000,376000,4840000,6130000,1.037,1535,1.04E-06,57700,1.388,1.735,0.1181,8179,84.2,0.4968,106000,33.61,44000000,25800000,5.38,3.153,0.9862,8234,122.9,97300,40.96,7.352,16.88,11.46,12.3,24,0.04597139,9.05
Case#126,72100,0.0905,35,100000,40,55000,55000,106,52000000,560000,4980000,6260000,1.191,1203,1.19E-06,57700,1.388,1.735,0.1026,8510,87.61,0.4966,106000,33.67,52000000,33000000,6.11,3.875,0.9862,8563,123.1,97200,41.47,7.801,17.06,11.83,15.05,24,0.065804935,9.05
Case#127,72100,0.0905,35,100000,50,55000,55000,103,52000000,1936,5620000,6820000,1.467,1229,1.47E-06,57700,1.388,1.735,0.1038,8484,87.35,0.4966,105000,33.63,52000000,30200000,6.129,3.555,0.9862,8538,123.1,96300,49.87,16.23,20.09,18.1,18.24,24,0.000228194,9.05
Case#128,72100,0.0905,35,167000,30,55000,55000,103,20000000,6170000,2290000,3530000,0.1642,3839,1.64E-07,57700,2.313,2.891,0.338,5874,60.47,0.5007,172000,36.97,20000000,6640000,3.405,1.13,0.9844,5909,115.3,166000,41.66,4.682,12.31,7.892,0,24,1.050391556,9.05
Case#129,72100,0.0905,35,167000,30,55000,55000,103,28000000,8850000,3180000,4540000,0.3758,2023,3.76E-07,57700,2.313,2.891,0.2851,7690,79.17,0.4986,173000,37.57,28000000,8740000,3.641,1.137,0.9852,7739,118.3,165000,46.3,8.734,15.33,11.73,0,24,1.150845254,9.05
Case#130,72100,0.0905,35,167000,30,55000,55000,103,36000000,12600000,3730000,5110000,0.7374,395.3,7.37E-07,57700,2.313,2.891,0.2327,9318,95.93,0.4912,175000,39.89,36000000,11100000,3.864,1.193,0.9857,9371,120.4,165000,52.48,12.59,17.4,14.87,1.272,24,1.352221507,9.05
Case#131,72100,0.0905,35,167000,30,55000,55000,103,44000000,20500000,3030000,4420000,0.7085,100.4,7.09E-07,57700,2.313,2.891,0.1906,9613,98.97,0.4576,175000,46.35,44000000,13900000,4.577,1.448,0.9861,9678,121.5,166000,65.68,19.33,18.53,18.93,4.03,24,2.132528867,9.05
Case#132,72100,0.0905,35,167000,30,55000,55000,103,52000000,23400000,2710000,4080000,0.6936,59.3,6.94E-07,57700,2.313,2.891,0.1613,9654,99.39,0.4295,176000,48.48,52000000,20100000,5.386,2.083,0.9862,9728,122.1,166000,70.03,21.55,19.12,20.31,5.534,24,2.423865755,9.05
Case#133,72100,0.0905,35,167000,30,55000,55000,104.5,20000000,4400000,2460000,3730000,0.194,3509,1.94E-07,57700,2.313,2.891,0.3285,6204,63.87,0.5004,172000,37.06,20000000,7800000,3.224,1.257,0.9846,6238,115.9,166000,38.31,1.245,11.44,4.596,0,24,0.709219858,9.05
Case#134,72100,0.0905,35,167000,30,55000,55000,104.5,28000000,6990000,3310000,4690000,0.4257,1745,4.26E-07,57700,2.313,2.891,0.2769,7968,82.03,0.4982,173000,37.7,28000000,10100000,3.514,1.269,0.9853,8025,118.7,165000,42.85,5.146,14.22,8.927,0,24,0.877259036,9.05
Case#135,72100,0.0905,35,167000,30,55000,55000,104.5,36000000,11300000,3670000,5090000,0.7573,292.6,7.57E-07,57700,2.313,2.891,0.2269,9421,96.99,0.4883,175000,40.81,36000000,12700000,3.821,1.343,0.9858,9481,120.6,165000,50.15,9.336,16.09,12.41,1.326,24,1.199448042,9.05
Case#136,72100,0.0905,35,167000,30,55000,55000,104.5,44000000,19000000,2990000,4380000,0.7062,95.95,7.06E-07,57700,2.313,2.891,0.1876,9617,99.01,0.4548,175000,46.62,44000000,15500000,4.575,1.616,0.9861,9683,121.6,166000,63.08,16.47,17.09,16.78,3.789,24,1.975668088,9.05
Case#137,72100,0.0905,35,167000,30,55000,55000,104.5,52000000,22400000,2700000,4080000,0.6984,57.09,6.98E-07,57700,2.313,2.891,0.1605,9656,99.41,0.4287,176000,48.53,52000000,21100000,5.385,2.189,0.9862,9725,122.1,166000,68.34,19.81,17.63,18.7,5.019,24,2.31980116,9.05
Case#138,72100,0.0905,35,167000,30,55000,55000,106,28000000,4870000,3430000,4800000,0.4793,1470,4.79E-07,57700,2.313,2.891,0.2687,8243,84.87,0.4976,174000,37.87,28000000,11800000,3.397,1.425,0.9854,8304,119.1,165000,38.94,1.073,13.08,4.802,0,24,0.590804319,9.05
Case#139,72100,0.0905,35,167000,30,55000,55000,106,36000000,9870000,3570000,4990000,0.7612,226.8,7.61E-07,57700,2.313,2.891,0.2214,9486,97.67,0.4846,175000,41.86,36000000,14400000,3.795,1.52,0.9858,9553,120.8,165000,47.65,5.787,14.75,9.58,1.333,24,1.040480708,9.05
Case#140,72100,0.0905,35,167000,30,55000,55000,106,44000000,17200000,2950000,4340000,0.7084,89.16,7.08E-07,57700,2.313,2.891,0.1847,9624,99.08,0.4521,175000,46.87,44000000,17400000,4.572,1.812,0.9861,9688,121.7,166000,60.01,13.14,15.66,14.36,3.523,24,1.78719867,9.05
Case#141,72100,0.0905,35,167000,30,55000,55000,106,52000000,21100000,2690000,4070000,0.6974,57.08,6.97E-07,57700,2.313,2.891,0.1595,9656,99.41,0.4277,176000,48.58,52000000,22400000,5.385,2.32,0.9862,9723,122.1,166000,66.27,17.69,16.15,16.91,4.878,24,2.185169843,9.05
Case#142,72100,0.0905,35,167000,40,55000,55000,103,20000000,853000,3640000,4960000,0.2814,3823,2.81E-07,57700,2.313,2.891,0.3379,5890,60.64,0.5011,171000,36.94,20000000,6650000,3.395,1.128,0.9844,5926,115.4,165000,41.57,4.63,12.36,7.872,0,24,0.144821732,9.05
Case#143,72100,0.0905,35,167000,40,55000,55000,103,28000000,3430000,4450000,5760000,0.579,2014,5.79E-07,57700,2.313,2.891,0.285,7699,79.26,0.4988,172000,37.5,28000000,8750000,3.637,1.136,0.9852,7750,118.4,164000,46.24,8.74,15.39,11.75,0,24,0.445512404,9.05
Case#144,72100,0.0905,35,167000,40,55000,55000,103,36000000,7060000,4930000,6240000,1.05,405.1,1.05E-06,57700,2.313,2.891,0.2326,9308,95.83,0.4912,173000,39.87,36000000,11100000,3.868,1.195,0.9857,9374,120.5,164000,52.51,12.64,17.46,14.92,4.073,24,0.758487323,9.05
Case#145,72100,0.0905,35,167000,40,55000,55000,103,44000000,14900000,4380000,5740000,1.074,108.3,1.07E-06,57700,2.313,2.891,0.1906,9605,98.89,0.4574,174000,46.35,44000000,14000000,4.581,1.453,0.9861,9670,121.6,165000,65.77,19.42,18.57,18.99,6.556,24,1.551275377,9.05
Case#146,72100,0.0905,35,167000,40,55000,55000,103,52000000,17700000,4140000,5520000,1.093,62.81,1.09E-06,57700,2.313,2.891,0.1615,9650,99.35,0.4295,175000,48.47,52000000,20200000,5.388,2.091,0.9862,9722,122.2,165000,70.06,21.59,19.15,20.35,8.105,24,1.834196891,9.05
Case#147,72100,0.0905,35,167000,40,55000,55000,104.5,28000000,1550000,4560000,5870000,0.6423,1738,6.42E-07,57700,2.313,2.891,0.2768,7975,82.11,0.4983,172000,37.63,28000000,10100000,3.511,1.267,0.9853,8032,118.8,164000,42.78,5.146,14.27,8.946,0,24,0.194357367,9.05
Case#148,72100,0.0905,35,167000,40,55000,55000,104.5,36000000,5770000,4890000,6190000,1.074,305.9,1.07E-06,57700,2.313,2.891,0.2268,9407,96.85,0.4882,174000,40.82,36000000,12700000,3.827,1.345,0.9858,9478,120.6,164000,50.2,9.382,16.14,12.46,5.113,24,0.61337302,9.05
Case#149,72100,0.0905,35,167000,40,55000,55000,104.5,44000000,13400000,4350000,5720000,1.075,101.8,1.08E-06,57700,2.313,2.891,0.1878,9611,98.95,0.4547,174000,46.62,44000000,15600000,4.578,1.62,0.9861,9675,121.6,165000,63.17,16.55,17.13,16.84,6.892,24,1.394235772,9.05
Case#150,72100,0.0905,35,167000,40,55000,55000,104.5,52000000,16700000,4130000,5510000,1.085,63.94,1.09E-06,57700,2.313,2.891,0.1607,9649,99.34,0.4288,175000,48.52,52000000,21200000,5.389,2.197,0.9862,9720,122.2,165000,68.38,19.86,17.66,18.74,8.747,24,1.7307493,9.05
Case#151,72100,0.0905,35,167000,40,55000,55000,106,36000000,4370000,4810000,6130000,1.078,242.9,1.08E-06,57700,2.313,2.891,0.2214,9470,97.5,0.4845,174000,41.87,36000000,14400000,3.801,1.522,0.9858,9546,120.8,164000,47.72,5.845,14.8,9.638,5.877,24,0.461457233,9.05
Case#152,72100,0.0905,35,167000,40,55000,55000,106,44000000,11600000,4330000,5690000,1.067,98.86,1.07E-06,57700,2.313,2.891,0.1849,9614,98.98,0.452,174000,46.86,44000000,17500000,4.576,1.815,0.9861,9680,121.7,165000,60.07,13.21,15.69,14.41,7.666,24,1.206573747,9.05
Case#153,72100,0.0905,35,167000,40,55000,55000,106,52000000,15500000,4120000,5500000,1.089,61.58,1.09E-06,57700,2.313,2.891,0.1597,9652,99.37,0.4278,175000,48.57,52000000,22500000,5.388,2.326,0.9862,9717,122.2,165000,66.31,17.74,16.18,16.95,8.875,24,1.605884791,9.05
Case#154,72100,0.0905,35,167000,50,55000,55000,103,36000000,1500000,5950000,7130000,1.439,402,1.44E-06,57700,2.313,2.891,0.2324,9311,95.86,0.4911,172000,39.86,36000000,11100000,3.866,1.196,0.9857,9376,120.5,163000,52.57,12.71,17.52,14.99,9.201,24,0.161099774,9.05
Case#155,72100,0.0905,35,167000,50,55000,55000,103,44000000,9300000,5510000,6750000,1.507,119.7,1.51E-06,57700,2.313,2.891,0.1907,9594,98.77,0.4573,173000,46.36,44000000,14000000,4.586,1.46,0.9861,9661,121.6,163000,65.88,19.52,18.62,19.06,12.28,24,0.969355847,9.05
Case#156,72100,0.0905,35,167000,50,55000,55000,103,52000000,12000000,5330000,6600000,1.571,70.11,1.57E-06,57700,2.313,2.891,0.1617,9643,99.28,0.4297,173000,48.46,52000000,20300000,5.392,2.101,0.9862,9715,122.2,163000,70.11,21.65,19.19,20.4,13.99,24,1.244426009,9.05
Case#157,72100,0.0905,35,167000,50,55000,55000,104.5,36000000,207000,5910000,7090000,1.479,308.8,1.48E-06,57700,2.313,2.891,0.2268,9404,96.82,0.4881,172000,40.83,36000000,12700000,3.828,1.346,0.9858,9474,120.7,163000,50.28,9.453,16.2,12.52,9.272,24,0.02201191,9.05
Case#158,72100,0.0905,35,167000,50,55000,55000,104.5,44000000,7760000,5490000,6740000,1.519,112.8,1.52E-06,57700,2.313,2.891,0.1879,9600,98.84,0.4547,173000,46.62,44000000,15600000,4.583,1.626,0.9861,9666,121.7,163000,63.25,16.64,17.18,16.91,11.75,24,0.808333333,9.05
Case#159,72100,0.0905,35,167000,50,55000,55000,104.5,52000000,10900000,5330000,6590000,1.58,68.7,1.58E-06,57700,2.313,2.891,0.1609,9645,99.29,0.4289,173000,48.5,52000000,21300000,5.392,2.206,0.9862,9712,122.2,164000,68.42,19.92,17.71,18.79,13.36,24,1.130119233,9.05
Case#160,72100,0.0905,35,167000,50,55000,55000,106,44000000,5940000,5470000,6720000,1.53,106.6,1.53E-06,57700,2.313,2.891,0.1851,9607,98.9,0.452,173000,46.86,44000000,17500000,4.58,1.82,0.9861,9671,121.7,163000,60.15,13.29,15.74,14.48,11.24,24,0.618299157,9.05
Case#161,72100,0.0905,35,167000,50,55000,55000,106,52000000,9710000,5320000,6590000,1.589,67.24,1.59E-06,57700,2.313,2.891,0.16,9646,99.31,0.428,173000,48.56,52000000,22500000,5.391,2.333,0.9862,9710,122.2,164000,66.36,17.81,16.22,17,12.77,24,1.006634875,9.05
Case#162,72100,0.0905,35,233000,30,55000,55000,103,20000000,9940000,1160000,2080000,0.08475,3485,8.48E-08,57700,3.238,4.048,0.3733,6229,64.12,0.4969,239000,41.5,20000000,7040000,3.211,1.131,0.9837,6274,112.5,233000,43.6,2.095,9.548,4.914,0,24,1.59576176,9.05
Case#163,72100,0.0905,35,233000,30,55000,55000,103,28000000,13900000,1810000,2990000,0.1858,1909,1.86E-07,57700,3.238,4.048,0.3378,7804,80.34,0.4926,241000,42.69,28000000,8840000,3.588,1.133,0.9846,7865,115.3,233000,48.71,6.014,12.3,8.784,0,24,1.781137878,9.05
Case#164,72100,0.0905,35,233000,30,55000,55000,103,36000000,20000000,1970000,3220000,0.2943,661.2,2.94E-07,57700,3.238,4.048,0.3004,9052,93.19,0.4798,242000,45.5,36000000,10300000,3.977,1.138,0.9852,9111,117.5,233000,56.34,10.84,14.54,12.6,0.4847,24,2.209456474,9.05
Case#165,72100,0.0905,35,233000,30,55000,55000,103,44000000,28900000,1380000,2450000,0.2789,231.7,2.79E-07,57700,3.238,4.048,0.2597,9482,97.61,0.4478,243000,49.47,44000000,11400000,4.641,1.203,0.9856,9547,119.4,233000,67.03,17.56,16.39,16.96,2.592,24,3.047880194,9.05
Case#166,72100,0.0905,35,233000,30,55000,55000,103,52000000,33700000,834000,1620000,0.2408,91.06,2.41E-07,57700,3.238,4.048,0.2119,9622,99.06,0.4029,243000,52,52000000,16400000,5.404,1.705,0.9859,9688,121,233000,72.05,20.05,17.95,18.98,3.931,24,3.502390355,9.05
Case#167,72100,0.0905,35,233000,30,55000,55000,104.5,28000000,12000000,1940000,3170000,0.2199,1528,2.20E-07,57700,3.238,4.048,0.3284,8185,84.27,0.4907,241000,43.15,28000000,10300000,3.421,1.26,0.9847,8246,115.9,233000,46.15,2.994,11.42,6.294,0,24,1.466096518,9.05
